function,offset,target addr,instruction,type
mp_irqdomain_alloc,0xad,0xffffffff8112b130,CALL 0xffffffff8112b130,direct call
mp_irqdomain_alloc,0xbe,ctx->r15,"MOV qword ptr [R15],R15",write other [TODO]
mp_irqdomain_alloc,0xc8,ctx->r15 + 0x8,"MOV qword ptr [R15 + 0x8],R15",write other [TODO]
mp_irqdomain_alloc,0xd0,ctx->r14 + 0x8,"MOV qword ptr [R14 + 0x8],RAX",write other [TODO]
mp_irqdomain_alloc,0xe6,ctx->r14 + 0x30,"MOV qword ptr [R14 + 0x30],R15",write other [TODO]
mp_irqdomain_alloc,0xf1,ctx->r14 + 0x18,"MOV qword ptr [R14 + 0x18],RAX",write other [TODO]
mp_irqdomain_alloc,0x119,ctx->r15 + 0x18,"MOV byte ptr [R15 + 0x18],DL",write other [TODO]
mp_irqdomain_alloc,0x11d,ctx->r15 + 0x19,"MOV byte ptr [R15 + 0x19],AL",write other [TODO]
mp_irqdomain_alloc,0x12d,0xffffffff81073560,CALL 0xffffffff81073560,direct call
mp_irqdomain_alloc,0x147,ctx->r15 + 0x10,"MOV qword ptr [R15 + 0x10],0x0",write other [TODO]
mp_irqdomain_alloc,0x14f,ctx->rbp - 0x40,"MOV dword ptr [RBP + -0x40],R10D",write stack
mp_irqdomain_alloc,0x160,ctx->r15 + 0x11,"MOV byte ptr [R15 + 0x11],AL",write other [TODO]
mp_irqdomain_alloc,0x169,ctx->r15 + 0x12,"MOV byte ptr [R15 + 0x12],AL",write other [TODO]
mp_irqdomain_alloc,0x17f,0xffffffff811270f0,CALL 0xffffffff811270f0,direct call
mp_irqdomain_alloc,0x19b,ctx->rbp - 0x40,"MOV dword ptr [RBP + -0x40],R10D",write stack
mp_irqdomain_alloc,0x19f,0xffffffff81128710,CALL 0xffffffff81128710,direct call
mp_irqdomain_alloc,0x1a4,0xffffffff82e4b950,CALL qword ptr [0xffffffff82e4b950],in-direct call
mp_irqdomain_alloc,0x1ad,0xffffffff82e4b958,CALL qword ptr [0xffffffff82e4b958],in-direct call
mp_irqdomain_alloc,0x1c6,ctx->rax + 0x10,CALL qword ptr [RAX + 0x10],in-direct call
mp_irqdomain_alloc,0x1d2,0xffffffff82e4b960,CALL qword ptr [0xffffffff82e4b960],in-direct call
mp_irqdomain_alloc,0x20a,,RET,ret
mp_irqdomain_alloc,0x216,0xffffffff81073d40,CALL 0xffffffff81073d40,direct call
mp_irqdomain_alloc,0x224,ctx->wordctx->ptrctx->r15 + 0x18,"MOV word ptr [R15 + 0x18],CX",write other [TODO]
mp_irqdomain_alloc,0x247,0xffffffff811270f0,CALL 0xffffffff811270f0,direct call
mp_irqdomain_alloc,0x271,ctx->rbp - 0x3c,"MOV dword ptr [RBP + -0x3c],EAX",write stack
mp_irqdomain_alloc,0x274,0xffffffff812b3960,CALL 0xffffffff812b3960,direct call
mp_irqdomain_alloc,0x28d,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
mp_irqdomain_alloc,0xc1dd2e,ctx->rbp - 0x40,"MOV dword ptr [RBP + -0x40],R10D",write stack
mp_irqdomain_alloc,0xc1dd50,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
clear_IO_APIC_pin,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
clear_IO_APIC_pin,0x1e,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
clear_IO_APIC_pin,0x2b,0xffffffff81072d00,CALL 0xffffffff81072d00,direct call
clear_IO_APIC_pin,0x3d,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
clear_IO_APIC_pin,0xc5,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
clear_IO_APIC_pin,0xd5,0xffffffff81072da0,CALL 0xffffffff81072da0,direct call
clear_IO_APIC_pin,0xe4,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
clear_IO_APIC_pin,0xf0,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
clear_IO_APIC_pin,0x128,ctx->rax - 0x800fc0,"MOV dword ptr [RAX + -0x800fc0],R14D",write other [TODO]
clear_IO_APIC_pin,0x139,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
clear_IO_APIC_pin,0x143,0xffffffff81072e10,CALL 0xffffffff81072e10,direct call
clear_IO_APIC_pin,0x14f,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
clear_IO_APIC_pin,0x15c,0xffffffff81072d00,CALL 0xffffffff81072d00,direct call
clear_IO_APIC_pin,0x16e,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
clear_IO_APIC_pin,0x19a,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
clear_IO_APIC_pin,0x1aa,0xffffffff81072da0,CALL 0xffffffff81072da0,direct call
clear_IO_APIC_pin,0x1b9,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
clear_IO_APIC_pin,0x1c5,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
clear_IO_APIC_pin,0x1d2,0xffffffff81072d00,CALL 0xffffffff81072d00,direct call
clear_IO_APIC_pin,0x1e4,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
clear_IO_APIC_pin,0x20e,0xffffffff81072d00,CALL 0xffffffff81072d00,direct call
clear_IO_APIC_pin,0x22c,0xffffffff81072da0,CALL 0xffffffff81072da0,direct call
clear_IO_APIC_pin,0x239,0xffffffff81072da0,CALL 0xffffffff81072da0,direct call
mpc_ioapic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mpc_ioapic_id,0x19,,RET,ret
mpc_ioapic_addr,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mpc_ioapic_addr,0x18,,RET,ret
disable_ioapic_support,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
disable_ioapic_support,0x6,0xffffffff836746cc,"MOV dword ptr [0xffffffff836746cc],0x1",write .data
disable_ioapic_support,0x10,0xffffffff836746c8,"MOV dword ptr [0xffffffff836746c8],0xffffffff",write .data
disable_ioapic_support,0x1a,0xffffffff8343e484,"MOV dword ptr [0xffffffff8343e484],0x1",write .data
disable_ioapic_support,0x28,,RET,ret
mp_save_irq,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
native_io_apic_read,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
native_io_apic_read,0x31,ctx->rax,"MOV dword ptr [RAX],ESI",write other [TODO]
native_io_apic_read,0x37,,RET,ret
clear_IO_APIC,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
clear_IO_APIC,0x34,0xffffffff810745f0,CALL 0xffffffff810745f0,direct call
clear_IO_APIC,0x56,,RET,ret
clear_IO_APIC,0x57,,RET,ret
mask_ioapic_entries,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mask_ioapic_entries,0x6c,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
mask_ioapic_entries,0x7f,0xffffffff81072da0,CALL 0xffffffff81072da0,direct call
mask_ioapic_entries,0x8e,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
mask_ioapic_entries,0xb4,,RET,ret
mask_ioapic_entries,0xb5,,RET,ret
restore_ioapic_entries,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
restore_ioapic_entries,0x51,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
restore_ioapic_entries,0x64,0xffffffff81072da0,CALL 0xffffffff81072da0,direct call
restore_ioapic_entries,0x73,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
restore_ioapic_entries,0x9b,,RET,ret
restore_ioapic_entries,0x9e,,RET,ret
ioapic_resume,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
ioapic_resume,0x33,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
ioapic_resume,0x3f,0xffffffff826ba440,CALL qword ptr [0xffffffff826ba440],in-direct call
ioapic_resume,0x81,ctx->rdx,"MOV dword ptr [RDX],ECX",write other [TODO]
ioapic_resume,0x83,ctx->rdx + 0x10,"MOV dword ptr [RDX + 0x10],EAX",write other [TODO]
ioapic_resume,0x97,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
ioapic_resume,0xa1,0xffffffff81074a90,CALL 0xffffffff81074a90,direct call
ioapic_resume,0xac,,RET,ret
acpi_get_override_irq,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
acpi_get_override_irq,0x6,ctx->rdx,"MOV dword ptr [RDX],0x0",write other [TODO]
acpi_get_override_irq,0xc,ctx->rsi,"MOV dword ptr [RSI],0x0",write other [TODO]
acpi_get_override_irq,0x15,0xffffffff81073d40,CALL 0xffffffff81073d40,direct call
acpi_get_override_irq,0x1b,,RET,ret
ioapic_set_alloc_attr,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
ioapic_set_alloc_attr,0x2a,0xffffffff81072840,CALL 0xffffffff81072840,direct call
ioapic_set_alloc_attr,0x37,ctx->r13 + 0x34,"MOV dword ptr [R13 + 0x34],R14D",write other [TODO]
ioapic_set_alloc_attr,0x3b,ctx->r13,"MOV dword ptr [R13],0x1",write other [TODO]
ioapic_set_alloc_attr,0x48,ctx->r13 + 0x38,"MOV byte ptr [R13 + 0x38],BL",write other [TODO]
ioapic_set_alloc_attr,0x54,,RET,ret
mp_map_gsi_to_irq,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mp_map_gsi_to_irq,0x60,0xffffffff810734f0,CALL 0xffffffff810734f0,direct call
mp_map_gsi_to_irq,0x7f,0xffffffff81073e30,CALL 0xffffffff81073e30,direct call
mp_unmap_irq,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mp_unmap_irq,0xf,0xffffffff81127280,CALL 0xffffffff81127280,direct call
mp_unmap_irq,0x33,,RET,ret
mp_unmap_irq,0x3b,0xffffffff81d10000,CALL 0xffffffff81d10000,direct call
mp_unmap_irq,0x4d,0xffffffff81d0eb90,CALL 0xffffffff81d0eb90,direct call
mp_unmap_irq,0x56,,RET,ret
mp_unmap_irq,0x5f,0xffffffff8112bb30,CALL 0xffffffff8112bb30,direct call
ioapic_zap_locks,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
ioapic_zap_locks,0x6,0xffffffff83442d08,"MOV dword ptr [0xffffffff83442d08],0x0",write .data
ioapic_zap_locks,0x14,,RET,ret
native_restore_boot_irq_mode,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
native_restore_boot_irq_mode,0x1e,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],RAX",write stack
native_restore_boot_irq_mode,0x39,ctx->rax + 0x18,CALL qword ptr [RAX + 0x18],in-direct call
native_restore_boot_irq_mode,0x45,ctx->rax + 0xe8,CALL qword ptr [RAX + 0xe8],in-direct call
native_restore_boot_irq_mode,0x4d,ctx->rbp - 0x30,"MOV dword ptr [RBP + -0x30],0x0",write stack
native_restore_boot_irq_mode,0x5b,ctx->rbp - 0x29,"MOV byte ptr [RBP + -0x29],AL",write stack
native_restore_boot_irq_mode,0x71,ctx->wordctx->ptrctx->rbp - 0x2c,"MOV word ptr [RBP + -0x2c],CX",write stack
native_restore_boot_irq_mode,0x75,ctx->rbp - 0x2f,"MOV byte ptr [RBP + -0x2f],0x7",write stack
native_restore_boot_irq_mode,0x79,ctx->rbp - 0x2a,"MOV byte ptr [RBP + -0x2a],AL",write stack
native_restore_boot_irq_mode,0x80,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
native_restore_boot_irq_mode,0x91,0xffffffff81072da0,CALL 0xffffffff81072da0,direct call
native_restore_boot_irq_mode,0xa0,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
native_restore_boot_irq_mode,0xd7,,RET,ret
native_restore_boot_irq_mode,0xef,0xffffffff810705d0,CALL 0xffffffff810705d0,direct call
native_restore_boot_irq_mode,0xf6,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
restore_boot_irq_mode,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
restore_boot_irq_mode,0xc,ctx->eax,"MOV EAX,dword ptr [RAX]",write other [TODO]
restore_boot_irq_mode,0x16,0xffffffff826ba448,CALL qword ptr [0xffffffff826ba448],in-direct call
restore_boot_irq_mode,0x1d,,RET,ret
restore_boot_irq_mode,0x1e,,RET,ret
arch_dynirq_lower_bound,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
arch_dynirq_lower_bound,0x1f,,RET,ret
arch_dynirq_lower_bound,0x27,,RET,ret
mp_find_ioapic,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mp_find_ioapic,0x3e,,RET,ret
mp_find_ioapic_pin,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mp_find_ioapic_pin,0x27,,RET,ret
mp_register_ioapic,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mp_register_ioapic,0x1f,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
mp_register_ioapic,0x29,ctx->rbp - 0x58,"MOV dword ptr [RBP + -0x58],EAX",write stack
mp_register_ioapic,0x96,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],R8",write stack
mp_register_ioapic,0x9e,ctx->rbp - 0x68,"MOV dword ptr [RBP + -0x68],R9D",write stack
mp_register_ioapic,0xaa,ctx->rax + 0x14,"MOV dword ptr [RAX + 0x14],EBX",write other [TODO]
mp_register_ioapic,0xad,ctx->rax + 0x10,"MOV byte ptr [RAX + 0x10],0x2",write other [TODO]
mp_register_ioapic,0xb1,ctx->rax + 0x13,"MOV byte ptr [RAX + 0x13],0x1",write other [TODO]
mp_register_ioapic,0xbc,ctx->rbp - 0x54,"MOV dword ptr [RBP + -0x54],EAX",write stack
mp_register_ioapic,0xbf,0xffffffff81086700,CALL 0xffffffff81086700,direct call
mp_register_ioapic,0xdb,0xffffffff81002290,CALL 0xffffffff81002290,direct call
mp_register_ioapic,0xe8,0xffffffff82e4bad0,CALL qword ptr [0xffffffff82e4bad0],in-direct call
mp_register_ioapic,0xf3,0xffffffff826ba440,CALL qword ptr [0xffffffff826ba440],in-direct call
mp_register_ioapic,0x103,0xffffffff826ba440,CALL qword ptr [0xffffffff826ba440],in-direct call
mp_register_ioapic,0x111,ctx->rbp - 0x60,"MOV dword ptr [RBP + -0x60],EAX",write stack
mp_register_ioapic,0x114,0xffffffff826ba440,CALL qword ptr [0xffffffff826ba440],in-direct call
mp_register_ioapic,0x136,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],0x0",write stack
mp_register_ioapic,0x141,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],0x0",write stack
mp_register_ioapic,0x149,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0x0",write stack
mp_register_ioapic,0x151,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],0x0",write stack
mp_register_ioapic,0x2f5,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],R8",write stack
mp_register_ioapic,0x2f9,ctx->rbp - 0x68,"MOV dword ptr [RBP + -0x68],R9D",write stack
mp_register_ioapic,0x2fd,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
mp_register_ioapic,0x30a,0xffffffff826ba440,CALL qword ptr [0xffffffff826ba440],in-direct call
mp_register_ioapic,0x31a,ctx->rbp - 0x60,"MOV dword ptr [RBP + -0x60],EAX",write stack
mp_register_ioapic,0x31d,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
mp_register_ioapic,0x358,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],R8",write stack
mp_register_ioapic,0x35c,ctx->rbp - 0x68,"MOV dword ptr [RBP + -0x68],R9D",write stack
mp_register_ioapic,0x360,0xffffffff81601d90,CALL 0xffffffff81601d90,direct call
mp_register_ioapic,0x380,0xffffffff81d14a40,CALL 0xffffffff81d14a40,direct call
mp_register_ioapic,0x388,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],RAX",write stack
mp_register_ioapic,0x3ad,ctx->rax,"MOV dword ptr [RAX],ECX",write other [TODO]
mp_register_ioapic,0x3af,ctx->rax + 0x10,"MOV dword ptr [RAX + 0x10],EBX",write other [TODO]
mp_register_ioapic,0x3b7,0xffffffff826ba440,CALL qword ptr [0xffffffff826ba440],in-direct call
mp_register_ioapic,0x3ca,0xffffffff81d14ad0,CALL 0xffffffff81d14ad0,direct call
mp_register_ioapic,0x417,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
mp_register_ioapic,0xc1d27c,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
mp_register_ioapic,0xc1d293,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
mp_unregister_ioapic,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mp_unregister_ioapic,0x74,0xffffffff81074c60,CALL 0xffffffff81074c60,direct call
mp_unregister_ioapic,0x7f,0xffffffff81127280,CALL 0xffffffff81127280,direct call
mp_unregister_ioapic,0xc1,ctx->rax - 0x7cbbf700,"MOV dword ptr [RAX + -0x7cbbf700],0x0",write other [TODO]
mp_unregister_ioapic,0xd4,0xffffffff8112b330,CALL 0xffffffff8112b330,direct call
mp_unregister_ioapic,0xe5, - 0x7cbbf6c8 + ctx->rax * 0x8,"MOV qword ptr [-0x7cbbf6c8 + RAX*0x8],0x0",write other [TODO]
mp_unregister_ioapic,0x102,0xffffffff812b3960,CALL 0xffffffff812b3960,direct call
mp_unregister_ioapic,0x10b,ctx->rbx + 0x8,"MOV qword ptr [RBX + 0x8],0x0",write other [TODO]
mp_unregister_ioapic,0x118,0xffffffff810ac800,CALL 0xffffffff810ac800,direct call
mp_unregister_ioapic,0x129,0xffffffff82e4bad0,CALL qword ptr [0xffffffff82e4bad0],in-direct call
mp_unregister_ioapic,0x155,0xffffffff81129fe0,CALL 0xffffffff81129fe0,direct call
mp_unregister_ioapic,0x165,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
mp_ioapic_registered,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mp_ioapic_registered,0x37,,RET,ret
mp_ioapic_registered,0x3b,,RET,ret
mp_irqdomain_ioapic_idx,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
mp_irqdomain_ioapic_idx,0xd,,RET,ret
dmar_msi_compose_msg,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
dmar_msi_compose_msg,0xe,0xffffffff81071320,CALL 0xffffffff81071320,direct call
dmar_msi_compose_msg,0x1e,0xffffffff81070980,CALL 0xffffffff81070980,direct call
dmar_msi_compose_msg,0x28,,RET,ret
dmar_msi_write_msg,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
dmar_msi_write_msg,0xc,0xffffffff817d5fd0,CALL 0xffffffff817d5fd0,direct call
dmar_msi_write_msg,0x12,,RET,ret
dmar_msi_init,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
dmar_msi_init,0x29,0xffffffff8112aba0,CALL 0xffffffff8112aba0,direct call
dmar_msi_init,0x31,,RET,ret
pci_msi_prepare,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
pci_msi_prepare,0x17,0xffffffff81072840,CALL 0xffffffff81072840,direct call
pci_msi_prepare,0x27,ctx->rbx,"MOV dword ptr [RBX],0x4",write other [TODO]
pci_msi_prepare,0x33,,RET,ret
pci_msi_prepare,0x3a,ctx->rbx,"MOV dword ptr [RBX],0x3",write other [TODO]
pci_msi_prepare,0x44,,RET,ret
msi_set_affinity,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
msi_set_affinity,0x27,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
msi_set_affinity,0x2d,0xffffffff81071320,CALL 0xffffffff81071320,direct call
msi_set_affinity,0x32,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
msi_set_affinity,0x49,0xffffffff81601d10,CALL 0xffffffff81601d10,direct call
msi_set_affinity,0x57,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RAX",write stack
msi_set_affinity,0x5e,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],RAX",write stack
msi_set_affinity,0x66,ctx->rax + 0x50,CALL qword ptr [RAX + 0x50],in-direct call
msi_set_affinity,0xcf,0xffffffff81072800,CALL 0xffffffff81072800,direct call
msi_set_affinity,0xf0,ctx->gs + 0x1efe0 + ctx->rcx * 0x8,"MOV qword ptr GS:[0x1efe0 + RCX*0x8],-0x2",write other [TODO]
msi_set_affinity,0x101,ctx->rbp - 0x4c,"MOV dword ptr [RBP + -0x4c],EDX",write stack
msi_set_affinity,0x10e,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],0x0",write stack
msi_set_affinity,0x116,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0x0",write stack
msi_set_affinity,0x11e,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],0x0",write stack
msi_set_affinity,0x126,0xffffffff81070980,CALL 0xffffffff81070980,direct call
msi_set_affinity,0x137,ctx->rax + 0xc0,CALL qword ptr [RAX + 0xc0],in-direct call
msi_set_affinity,0x146,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],0x0",write stack
msi_set_affinity,0x14e,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0x0",write stack
msi_set_affinity,0x156,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],0x0",write stack
msi_set_affinity,0x15e,0xffffffff81070980,CALL 0xffffffff81070980,direct call
msi_set_affinity,0x16f,ctx->rax + 0xc0,CALL qword ptr [RAX + 0xc0],in-direct call
msi_set_affinity,0x175,0xffffffff81072820,CALL 0xffffffff81072820,direct call
msi_set_affinity,0x190,ctx->rax + 0x18,CALL qword ptr [RAX + 0x18],in-direct call
msi_set_affinity,0x1a0,ctx->rax + 0x58,CALL qword ptr [RAX + 0x58],in-direct call
msi_set_affinity,0x1b0,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],0x0",write stack
msi_set_affinity,0x1b8,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],0x0",write stack
msi_set_affinity,0x1c0,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],0x0",write stack
msi_set_affinity,0x1c8,0xffffffff81070980,CALL 0xffffffff81070980,direct call
msi_set_affinity,0x1d9,ctx->rax + 0xc0,CALL qword ptr [RAX + 0xc0],in-direct call
msi_set_affinity,0x1ff,,RET,ret
msi_set_affinity,0x200,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
arch_create_remap_msi_irq_domain,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
arch_create_remap_msi_irq_domain,0x23,0xffffffff8112a7f0,CALL 0xffffffff8112a7f0,direct call
arch_create_remap_msi_irq_domain,0x3d,0xffffffff81683720,CALL 0xffffffff81683720,direct call
arch_create_remap_msi_irq_domain,0x50,,RET,ret
arch_create_remap_msi_irq_domain,0x5c,,RET,ret
arch_create_remap_msi_irq_domain,0x60,ctx->rbp - 0x18,"MOV qword ptr [RBP + -0x18],RAX",write stack
arch_create_remap_msi_irq_domain,0x64,0xffffffff81129fe0,CALL 0xffffffff81129fe0,direct call
arch_create_remap_msi_irq_domain,0x76,,RET,ret
dmar_alloc_hwirq,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
dmar_alloc_hwirq,0x2d,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],RAX",write stack
dmar_alloc_hwirq,0x33,0xffffffff81d10000,CALL 0xffffffff81d10000,direct call
dmar_alloc_hwirq,0x49,0xffffffff81d0eb90,CALL 0xffffffff81d0eb90,direct call
dmar_alloc_hwirq,0x64,0xffffffff81072840,CALL 0xffffffff81072840,direct call
dmar_alloc_hwirq,0x82,ctx->rbp - 0x70,"MOV dword ptr [RBP + -0x70],0x5",write stack
dmar_alloc_hwirq,0x89,ctx->rbp - 0x68,"MOV dword ptr [RBP + -0x68],EBX",write stack
dmar_alloc_hwirq,0x8c,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],RBX",write stack
dmar_alloc_hwirq,0x90,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],R14",write stack
dmar_alloc_hwirq,0x94,0xffffffff8112b510,CALL 0xffffffff8112b510,direct call
dmar_alloc_hwirq,0xb5,,RET,ret
dmar_alloc_hwirq,0xc6,0xffffffff8112a7f0,CALL 0xffffffff8112a7f0,direct call
dmar_alloc_hwirq,0xe8,0xffffffff8112eb30,CALL 0xffffffff8112eb30,direct call
dmar_alloc_hwirq,0xed,0xffffffff83442d10,"MOV qword ptr [0xffffffff83442d10],RAX",write .data
dmar_alloc_hwirq,0x100,0xffffffff81129fe0,CALL 0xffffffff81129fe0,direct call
dmar_alloc_hwirq,0x111,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
dmar_free_hwirq,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
dmar_free_hwirq,0xe,0xffffffff8112bb30,CALL 0xffffffff8112bb30,direct call
dmar_free_hwirq,0x14,,RET,ret
arch_restore_msi_irqs,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
arch_restore_msi_irqs,0x9,0xffffffff81c62a70,CALL 0xffffffff81c62a70,direct call
arch_restore_msi_irqs,0xf,,RET,ret
native_apic_mem_write,0x2,ctx->rdi - 0xa03000,"MOV dword ptr [RDI + -0xa03000],ESI",write other [TODO]
native_apic_mem_write,0x8,,RET,ret
native_apic_mem_read,0x8,,RET,ret
numachip1_get_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip1_set_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip1_set_apic_id,0xf,,RET,ret
numachip_apic_id_valid,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_apic_id_valid,0xf,,RET,ret
numachip_apic_id_registered,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_apic_id_registered,0xf,,RET,ret
numachip_phys_pkg_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_phys_pkg_id,0x10,,RET,ret
numachip2_apic_icr_write,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip2_apic_icr_write,0x1a,ctx->rax,"MOV dword ptr [RAX],EDI",write other [TODO]
numachip2_apic_icr_write,0x1d,,RET,ret
numachip_wakeup_secondary,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_wakeup_secondary,0x17,0xffffffff83117f48,CALL qword ptr [0xffffffff83117f48],in-direct call
numachip_wakeup_secondary,0x2d,0xffffffff83117f48,CALL qword ptr [0xffffffff83117f48],in-direct call
numachip_wakeup_secondary,0x39,,RET,ret
numachip_send_IPI_self,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_send_IPI_self,0x17,ctx->rax + 0x10,CALL qword ptr [RAX + 0x10],in-direct call
numachip_send_IPI_self,0x1b,,RET,ret
numachip_apic_wait_icr_idle,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_apic_wait_icr_idle,0xa,,RET,ret
numachip_safe_apic_wait_icr_idle,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_safe_apic_wait_icr_idle,0xc,,RET,ret
numachip1_apic_icr_write,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip1_apic_icr_write,0x21,ctx->rax,"MOV dword ptr [RAX],EDI",write other [TODO]
numachip1_apic_icr_write,0x24,,RET,ret
